6,8
6,9
13,22
38109,132568
20,32
38119,132580
30494,104543
30494,104544
38177,132684
38177,132685
33776,117315
33780,117325
33785,117352
33786,117354
45002,157990
30494,104547
58723,206696
45002,157992
45004,157994
45004,157997
45004,157995
49205,174755
49205,174761
49205,174759
49206,174764
49207,174765
49205,174763
49209,174767
49210,174769
49210,174768
45004,158010
33786,117357
49218,174784
49219,174785
45010,158028
45011,158033
49225,174830
49225,174829
58743,206720
49225,174832
49225,174831
38177,132686
5318,18391
53562,192202
58777,206757
5320,18396
53562,192203
5320,18402
30494,104548
42489,147768
38177,132687
5320,18398
38180,132695
38180,132693
38180,132692
42491,147770
38180,132698
53564,192209
30498,104555
53564,192210
33,91
45013,158035
35,93
38180,132691
41,99
31,88
45013,158042
45013,158041
30498,104556
48,126
47,107
47,123
47,124
52,145
42491,147771
51,136
51,132
51,138
40329,140200
45013,158051
45013,158054
38180,132697
58,153
59,154
45018,158063
45018,158060
5320,18413
45018,158061
5320,18419
60,168
40401,140295
5321,18426
5321,18425
45018,158062
61,175
45018,158064
40424,140326
5321,18434
5321,18427
20674,72716
5321,18428
20675,72721
20679,72726
5321,18430
33786,117361
49225,174828
33787,117365
33787,117366
20679,72729
61,174
45019,158066
33787,117371
45019,158067
33787,117370
20682,72734
20684,72736
53564,192214
20684,72737
25975,90697
45019,158069
25982,90713
25982,90717
25982,90723
20686,72744
20686,72746
20686,72748
20686,72747
40443,140355
25982,90722
25982,90725
40446,140359
42492,147772
40451,140371
40451,140373
40451,140376
42492,147778
42492,147777
33787,117374
38181,132707
53564,192212
40451,140375
40451,140374
38184,132710
38185,132711
38185,132714
38185,132712
5321,18429
42492,147774
45019,158070
33789,117385
33789,117384
53566,192218
33789,117386
33789,117383
33793,117392
33793,117393
20688,72756
40452,140377
40452,140383
40452,140386
40452,140381
49226,174836
33795,117400
20689,72757
30498,104562
25982,90720
30498,104566
30498,104568
49228,174845
30498,104570
20689,72760
49230,174849
30500,104575
30500,104573
33797,117417
33795,117406
49231,174850
49231,174852
42493,147779
30500,104579
49234,174866
33795,117415
49236,174871
49236,174872
5321,18432
30500,104578
42495,147795
42495,147793
49237,174873
49237,174875
33798,117425
38185,132718
38185,132721
30500,104576
33798,117418
20689,72764
33798,117424
42495,147794
45019,158068
38187,132733
20690,72769
45020,158073
38191,132741
45021,158078
38191,132742
38191,132744
40452,140379
33798,117434
33798,117435
33799,117439
33799,117438
45021,158082
20690,72768
30501,104589
30501,104598
30501,104592
33800,117442
53569,192229
53569,192231
25982,90733
25982,90736
33800,117449
53570,192232
53570,192235
25982,90740
53570,192234
25982,90741
45021,158080
45021,158081
53570,192238
20690,72766
49237,174878
53570,192241
53570,192244
45021,158086
53577,192251
53581,192260
30501,104595
53583,192265
53583,192267
53583,192263
53583,192266
53583,192264
33800,117454
30501,104597
38191,132740
25984,90753
25984,90749
53583,192268
49237,174879
25984,90750
49238,174881
49239,174884
49239,174883
25984,90751
49239,174882
49239,174885
53586,192274
53586,192273
33800,117465
38191,132750
38191,132751
53588,192280
38193,132760
38193,132754
38193,132755
53588,192283
38193,132753
38193,132761
38193,132765
53588,192279
42496,147799
38193,132767
42496,147800
42496,147801
38193,132756
38193,132770
20690,72783
25984,90760
20690,72782
20690,72779
33805,117474
33805,117475
33805,117477
25987,90784
33808,117484
42497,147810
20690,72790
20690,72791
33811,117492
25987,90785
38193,132759
42503,147818
53588,192282
42504,147822
42506,147827
20690,72798
42508,147830
42508,147832
42508,147833
25994,90798
33812,117500
33812,117498
33812,117497
33812,117505
20690,72799
42508,147834
25994,90799
42508,147837
45021,158083
20691,72800
25995,90800
42508,147831
25995,90801
25999,90808
25999,90810
25999,90812
33816,117533
48029,170984
48031,170993
48031,170988
33816,117534
48031,170989
42508,147840
9327,33350
9327,33349
9327,33353
33816,117538
9327,33357
12375,45938
33816,117539
12375,45939
12375,45940
38193,132764
12375,45942
42508,147836
26005,90826
26005,90820
26005,90823
26005,90824
26005,90821
26005,90825
9327,33364
12375,45941
42508,147839
26005,90830
26005,90834
33837,117595
17769,63611
17769,63607
17769,63612
12377,45944
17769,63616
14885,54079
17769,63609
12377,45945
38193,132769
12377,45946
9350,33421
14885,54081
9350,33423
9350,33422
12380,45949
9350,33425
40453,140387
40453,140388
40453,140389
9350,33424
14889,54086
42508,147842
48031,170991
14889,54087
12383,45954
12385,45960
12385,45958
12385,45956
17769,63608
42508,147844
5321,18435
42508,147849
42510,147851
14891,54090
14891,54091
20691,72802
12387,45963
14891,54096
17769,63620
17769,63621
12391,45967
26005,90858
12392,45970
12392,45968
12392,45969
26005,90862
12393,45972
14891,54094
53588,192281
20691,72806
12392,45971
26005,90865
45023,158098
26005,90866
26005,90867
26005,90869
45023,158100
45023,158099
26005,90863
26005,90864
26005,90874
20693,72812
20693,72815
20693,72810
40453,140390
12393,45973
20693,72813
17770,63622
12393,45977
17770,63624
20693,72816
5321,18436
20694,72827
12393,45976
9350,33427
5333,18487
5333,18491
5333,18488
26009,90892
5333,18489
20694,72828
26011,90897
26011,90895
42510,147860
5333,18492
9350,33426
5333,18490
26013,90901
9350,33431
12393,45975
26013,90902
20694,72829
9351,33437
9351,33436
58733,206707
20695,72831
20696,72836
58686,206659
20696,72839
9351,33438
20696,72837
9351,33440
40454,140402
58688,206661
12394,45980
12394,45981
12394,45979
40454,140403
9351,33435
5344,18510
40454,140404
14891,54092
20696,72838
45025,158103
45026,158106
5353,18546
12394,45985
45026,158105
48031,170996
5354,18547
48032,171002
48032,171004
48032,170997
30501,104591
40462,140419
48032,171001
45028,158117
45026,158115
9352,33447
45030,158119
42510,147866
40473,140437
9351,33443
40473,140436
40473,140441
9351,33444
5354,18554
42512,147870
42512,147868
48032,171003
40475,140445
40476,140447
42512,147874
42513,147880
42515,147892
42515,147891
5366,18645
5366,18644
9355,33459
12394,45998
5366,18646
9355,33461
12394,46002
12394,46003
61,179
12397,46007
40488,140477
12398,46018
48032,171000
48032,170998
12399,46022
5366,18647
12397,46016
42516,147897
62,180
42516,147902
42516,147896
42516,147903
53589,192290
53589,192295
12400,46024
12400,46027
42516,147901
53589,192289
12400,46026
42516,147895
40490,140487
53589,192291
26013,90903
12400,46023
40488,140479
40488,140481
40488,140484
48032,171010
9357,33463
9357,33465
9357,33467
48032,171015
48032,171016
63,186
63,185
9357,33466
48032,171017
48033,171018
26018,90912
48035,171021
9357,33464
30501,104601
30501,104603
64,191
53589,192294
40492,140489
66,196
66,195
66,194
26018,90911
17771,63627
48041,171041
66,197
30505,104612
20696,72843
20697,72844
9357,33468
9357,33469
48044,171044
12400,46025
20699,72846
20699,72847
48044,171047
20699,72849
67,200
9354,33458
9354,33455
20703,72857
20703,72855
9354,33456
53589,192293
9354,33457
20703,72858
48044,171046
58736,206710
53589,192288
20704,72861
20704,72863
45031,158120
30505,104617
45031,158125
45031,158121
26029,90953
45031,158126
38194,132776
38194,132773
30508,104621
30508,104622
45031,158127
20704,72862
38194,132777
20704,72864
38194,132778
38194,132775
20705,72868
5366,18653
9360,33476
20705,72869
9360,33473
40492,140491
26030,90965
26032,90970
20708,72882
20708,72877
5368,18659
5368,18658
5368,18660
53589,192298
33838,117604
38195,132781
12401,46029
38195,132784
53590,192300
30508,104626
33840,117607
26033,90971
53593,192306
53593,192305
33840,117613
26033,90972
45031,158155
30508,104625
12401,46033
5368,18661
26034,90974
26034,90975
20709,72888
20710,72889
17771,63629
33840,117610
45039,158165
45039,158163
12403,46047
12403,46049
9360,33503
17775,63633
9360,33505
20711,72890
9362,33530
9361,33529
33840,117611
53595,192316
53594,192314
58690,206663
17783,63641
58772,206752
14891,54098
17792,63651
42517,147906
17792,63652
5371,18683
53604,192325
53604,192326
53605,192328
14891,54102
53604,192327
17793,63657
53608,192333
53608,192332
12405,46060
53608,192331
33840,117612
12406,46061
12403,46058
12406,46062
14892,54109
14893,54110
14893,54118
26035,90977
14893,54117
14893,54114
9360,33506
53608,192336
53610,192338
53611,192339
33840,117624
33843,117632
26035,90979
12406,46063
53614,192346
14893,54116
12406,46064
53614,192343
42518,147914
53614,192344
14893,54113
33843,117633
14893,54112
42519,147917
12408,46068
33843,117629
12408,46066
30509,104627
42519,147925
42519,147926
33843,117630
9360,33511
42519,147919
12410,46076
9360,33512
30510,104629
12410,46073
30510,104630
53614,192345
20713,72899
26035,90976
30510,104628
12410,46077
53614,192347
9363,33534
9360,33524
42519,147920
9360,33526
53614,192348
53616,192350
12410,46071
58157,205888
53619,192362
53619,192361
53619,192363
58160,205891
9364,33539
20714,72903
9364,33541
53619,192360
9364,33540
20714,72902
20715,72913
20715,72914
9365,33542
9365,33543
53628,192380
20715,72915
42519,147923
33843,117638
33844,117639
53630,192382
38195,132787
33844,117644
33844,117643
58692,206665
58694,206667
33844,117646
33844,117641
42519,147928
42520,147929
58700,206673
58701,206674
